x_1,x_2,x_3,Class_label
125.151855,-75.2286185,85.5258915,1
-20.2853783,23.9470918,86.0801248,1
10.4021294,-20.6854511,-24.0416059,0
103.791178,-35.0401571,-50.6332862,0
157.790689,-158.786934,62.2115103,1
-87.3374374,0.173928164,114.496282,0
159.822741,-39.1932639,-31.8352293,0
-54.7145619,20.7814745,-92.0852923,0
55.8924899,-27.8904101,75.0651281,1
50.8144256,-14.0465166,-304.018221,0
-73.7954817,-44.7644567,74.493681,1
253.167603,-110.36593,35.6357293,0
160.315202,-186.764928,18.013507,1
32.9003875,-18.5609347,118.861441,1
42.4721649,15.8880523,76.799612,1
111.887886,45.4468729,151.340067,1
152.841911,-61.9532913,-146.193043,0
-164.160542,9.72680242,-19.1250366,0
-7.3437685,229.817688,157.506349,1
151.199642,-3.30395583,-147.355549,0
63.4741077,-223.462473,21.2121846,1
-70.2608641,5.61004141,-142.738393,0
-39.7433283,31.7513281,-147.723694,0
96.0684625,-35.3837903,-58.6158973,0
66.4071397,-76.0032172,-43.0817265,0
-139.002562,46.8844095,-271.529065,0
8.37736148,119.647331,123.597488,1
38.1840033,37.0954067,127.320043,1
64.8210163,-10.4832409,-114.289964,0
35.6926508,140.189845,164.995797,1
54.171121,105.451598,116.393007,1
112.785533,129.965402,153.530981,1
46.6679161,-64.3485315,109.630637,1
-109.748039,44.0872865,-198.053185,0
113.967744,-90.5876175,114.463403,1
69.0721516,-27.4646006,137.637761,1
111.615722,51.042121,126.250654,1
94.2937403,-46.5458912,-44.0599424,0
223.585162,-79.6098382,8.45147981,0
92.9014361,-99.9621296,66.4053895,1
83.4234182,102.888034,98.9438514,1
20.2326796,19.0529971,103.921064,1
164.763402,-45.2733842,-144.874953,0
24.919056,0.533656282,146.674403,1
33.5652782,11.7769846,51.213844,1
-60.8417345,-17.4718957,-83.3152546,0
103.239053,-87.8836493,27.2169281,1
70.5353886,32.2450173,90.1428835,1
63.7061751,-37.5488917,-28.8485441,0
110.817753,-8.38115152,92.9385209,1
251.574076,-23.5575158,-172.813693,1
91.4171744,-61.1165212,-27.2006141,0
101.96643,109.981348,120.77149,1
73.9870185,-84.9254822,22.4694527,0
83.1961334,-132.97823,74.6114409,1
166.380233,-76.8055469,114.470245,0
139.267103,-103.71703,60.9508837,1
6.37127279,-41.0193362,39.9240187,0
7.31019642,-8.65153968,54.7771459,1
80.1962375,37.3402818,147.295874,1
133.844367,-15.632331,103.705078,1
43.9437163,-14.5210546,-37.821197,0
129.909917,-35.9403452,118.15361,1
129.805966,-164.659264,55.4746235,1
-81.6165666,12.1020777,-144.99798,0
106.914664,-88.6143386,3.37471434,0
59.812532,121.998259,102.175417,1
71.6860958,-1.62644116,-138.836086,0
-55.0715376,-74.3563628,-95.2509375,1
-44.7107288,-15.1537847,-203.190726,0
59.9379019,169.197095,160.999901,1
14.5940021,136.875818,100.727408,1
39.6999166,38.236977,86.832853,1
215.747171,-69.6989027,49.0466686,0
61.4781911,41.0386744,130.680807,1
-8.39397662,-167.573857,82.9857641,1
-13.3598277,-29.7650714,29.8879227,1
-29.4707181,66.4082231,82.4505658,1
103.667585,-72.3743672,-94.49511,0
-18.206064,-124.983632,2.40302868,1
85.5978164,-4.05726829,-33.5476085,0
160.477061,-128.522722,150.99574,0
30.0775893,54.938186,98.0827672,1
-98.9664367,-7.37067601,34.1879356,0
-18.9044128,-10.4898244,-3.18351116,1
28.6030479,-28.2577268,-148.976247,0
-0.0006278951,-39.1208688,67.5425474,1
-19.111886,-44.7816407,-73.4676362,0
83.188986,76.6191625,79.7967568,1
49.9186787,-78.6483665,91.4798756,1
114.856781,-235.597069,32.9723565,1
118.832251,-79.2212188,103.059391,1
-25.8779017,-56.3893685,64.9257603,0
147.273455,-80.4055592,82.6080861,1
-8.30363691,-174.304119,32.3497435,1
77.8017698,-96.2457726,48.8942534,1
28.7704112,-14.7978722,102.15541,1
216.620825,-79.345746,-108.77625,0
54.1964663,114.442979,136.743425,1
44.6395133,-5.0920447,92.240374,0
189.09952,-103.371422,-29.1488697,0
42.6569413,15.7427896,-137.669806,0
57.1512551,5.36865501,71.8719193,1
135.968449,-89.0586412,75.3920913,0
116.965989,50.3274888,141.504668,1
126.707669,-36.9408323,8.09665433,0
77.1590407,-32.329924,42.6626587,0
0.473723687,-3.7023403,-10.7462881,0
229.417882,-44.6449957,-208.98207,0
24.099875,-18.769621,90.034364,1
248.513541,-61.217049,18.5144799,0
97.3906437,-102.56901,92.4068446,1
64.6692848,6.28903583,124.936008,1
30.577355,-32.9429166,-110.265215,0
55.7409077,59.1062334,-228.436534,0
68.3367863,9.3275982,-131.243077,0
-122.576156,86.9033313,-126.212621,0
118.095721,-109.145738,64.5230555,1
-21.561325,-18.096281,6.92548351,0
71.1593651,0.746573248,-253.792253,0
-5.67839507,-36.0443378,57.6774345,1
-15.1749698,-46.1372968,57.9378141,1
19.453572,-28.7450616,-100.430288,0
-54.6846539,-16.3724652,66.33352,0
