# x_1,x_2,x_3,Class_label
1.54514771e+01,2.42778106e+01,-8.42856767e+01,0
3.31557623e+01,1.28148071e+01,3.25392288e+01,0
-1.86762028e+00,-1.74706925e+01,1.82773838e+01,1
2.59228176e+01,1.28756433e+01,3.73665879e+00,0
2.12241945e+00,-1.53138522e+01,2.51979644e+01,1
1.82231219e+01,7.16791606e+00,-3.28989583e+00,0
1.61378488e+01,-1.15438589e+01,6.50909218e+01,1
2.63979472e+01,-8.07192920e+00,9.13793464e+01,1
1.13332249e+01,-1.24227474e+01,4.97222064e+01,1
1.42290666e+01,3.21540183e+00,-2.87418342e+00,0
1.43361692e+01,1.40925235e+00,4.94366170e+00,0
-4.42903885e+00,-1.78452679e+01,9.69932412e+00,1
-3.05528822e+01,-2.64466991e+01,-5.82123267e+01,1
2.57970522e+01,-8.71483816e+00,9.16394985e+01,1
1.79448527e+01,5.36419744e+00,2.99666457e+00,1
6.94221955e+00,1.11977363e+01,-6.43230534e+01,0
-9.49686339e+00,-2.00513044e+01,-1.27459893e+00,1
-1.63020898e+01,-2.20050997e+01,-2.01400282e+01,0
4.16076886e+01,-2.22580193e+00,1.27486636e+02,1
4.09077760e-01,7.85006483e+00,-7.64073359e+01,0
1.99188158e+01,6.81598422e+00,4.84512980e+00,0
5.30341374e+00,-1.46048591e+01,3.48526936e+01,1
2.28335686e+01,-9.37713617e+00,8.26522494e+01,1
1.89116468e+01,-1.17864247e+01,7.70341929e+01,0
1.23182569e+01,-1.71298595e+01,7.28834535e+01,0
5.46779369e+01,2.63474317e+00,1.59183186e+02,1
1.75644956e+01,-9.91126739e+00,6.40384668e+01,1
2.11806837e+01,-4.10662639e-01,3.94151376e+01,0
9.28145220e+00,-1.36133482e+01,4.64971817e+01,1
1.94537090e+01,2.24769787e+00,2.17132629e+01,0
7.18881061e+00,-1.32033420e+01,3.65573483e+01,1
-3.16440728e-01,-1.62992470e+01,1.96046465e+01,1
1.27465410e+01,-6.60304450e+00,3.14735609e+01,0
2.35282980e+01,9.21642198e+00,9.26600720e+00,0
1.07230136e+01,-9.91471633e+00,3.70444802e+01,0
3.17220782e+00,-1.51006996e+01,2.84694876e+01,1
2.17791294e+01,8.91751113e+00,3.58466759e+00,0
-1.40533998e+00,1.37319350e+00,-5.70514310e+01,0
2.04762821e+01,4.77824878e+00,1.53890723e+01,0
1.21279292e+01,-1.25445742e+01,5.33582628e+01,1
1.26451305e+01,-1.76633160e+01,7.63580176e+01,0
1.64319124e+01,-1.12249184e+01,6.49459373e+01,1
1.20506728e+00,-1.12737095e+00,-3.65081055e+01,0
-1.82169751e+01,-2.32542961e+01,-2.25847512e+01,1
2.13556390e+01,1.11164008e+01,-7.09020298e+00,0
1.23423427e+01,1.08035124e+01,-4.13908991e+01,0
5.56715087e+01,2.14925861e+00,1.65093259e+02,1
2.00200039e+01,-9.51996299e+00,7.21299296e+01,1
5.03141300e+00,-1.44592271e+01,3.31826461e+01,1
1.00861899e+01,1.16423155e+01,-5.37318761e+01,0
1.48848622e+01,-1.21184630e+01,6.24971478e+01,1
8.00427897e+00,-4.68008868e+00,4.87925678e+00,0
2.94105751e+00,-1.58000828e+01,3.04205066e+01,1
4.04588908e+01,-3.41676566e+00,1.27827770e+02,1
1.78475004e+01,-1.00428078e+01,6.56942586e+01,1
2.23059721e+01,1.45885088e+01,-1.75546537e+01,0
2.07722577e+01,-8.22240319e+00,6.97869165e+01,1
1.97322362e+00,-1.57155783e+01,2.62537977e+01,1
2.02834936e+01,-9.33721739e+00,7.24218804e+01,1
2.04717909e+01,1.64365597e+01,-3.23620438e+01,0
1.16435961e+01,4.96715034e+00,-2.02531402e+01,0
2.45256737e+01,-8.74459384e+00,8.67423102e+01,1
1.68744377e+01,-3.03170394e+00,3.31468785e+01,0
3.34703926e+01,1.04642555e+01,4.34053115e+01,0
1.54974602e+01,-8.18972493e+00,4.88298101e+01,0
1.62140426e+01,1.67696050e+01,-5.05339594e+01,0
1.19481139e+01,4.94497547e-01,-7.38319888e-01,0
5.16661288e+01,1.46065228e+00,1.52100633e+02,1
2.01545345e+01,8.63389085e+00,-1.66749827e+00,0
2.29611832e+01,8.66085078e+00,9.30192052e+00,0
1.71649322e+01,1.24812853e+01,-2.92221856e+01,0
7.00993059e+00,-1.37398839e+01,3.80479830e+01,1
2.12698019e+01,-8.74601182e+00,7.38949160e+01,1
1.74288982e+01,1.19107896e+01,-2.58443095e+01,0
3.34483655e+01,8.80520819e+00,5.01111017e+01,0
2.49578354e+01,-8.99238574e+00,8.94629050e+01,1
-2.25625862e+01,-2.44261459e+01,-3.49419312e+01,1
-8.64846978e+00,-1.85504267e+01,-4.07053844e+00,1
-2.78160426e+01,-2.60176524e+01,-4.91647833e+01,1
1.62379630e+01,-1.00067857e+01,5.91928029e+01,1
1.41683646e+01,-3.30490732e+00,2.35827128e+01,0
8.20776023e+00,1.43041925e+00,-1.93361138e+01,0
4.92650293e+00,3.84204520e+00,-4.21636062e+01,0
3.23078818e+01,8.74670661e+00,4.58483427e+01,0
1.24913770e+01,-1.25282702e+01,5.47262905e+01,1
8.39061998e+00,1.06678304e+00,-1.71253791e+01,0
-7.47785434e+00,-1.97114079e+01,5.30417957e+00,1
3.80357348e+01,-3.26278487e+00,1.17631427e+02,1
1.53794496e+01,-2.00747319e+01,9.70255028e+01,0
2.26337278e+01,9.06808449e+00,6.34186207e+00,0
2.82349010e+01,1.62146555e+01,-8.07069742e-01,0
6.43919100e+00,-8.12947488e-01,-1.71327282e+01,0
4.57920232e+01,-4.69594982e-01,1.36814574e+02,1
8.91348920e-01,4.42999012e+00,-6.05004387e+01,0
3.65668735e+01,-3.38940634e+00,1.12351240e+02,1
1.32192458e+01,8.50203564e+00,-2.85060627e+01,0
1.25108379e+01,3.39026414e+00,-1.03731824e+01,0
-6.95381052e+00,-1.81606199e+01,1.02345333e+00,1
-1.54818122e-01,-1.58236925e+01,1.82955900e+01,1
2.24910908e+01,1.90156332e+01,-3.49501266e+01,0
2.93266154e+01,-4.64185508e+00,8.88968681e+01,0
7.01421750e+00,-3.82166753e+00,-2.54389731e+00,0
4.09230542e+01,-3.01018324e+00,1.27995450e+02,1
4.53975115e+01,-1.72673966e+00,1.40404371e+02,1
6.76888931e+01,7.02160640e+00,1.92585095e+02,1
5.58793800e+00,-1.35809414e+01,3.17836163e+01,0
1.69789541e+01,-1.08908560e+01,6.57377194e+01,0
5.24026794e+00,-1.48090917e+01,3.54396161e+01,1
-1.25631916e+01,-1.56064799e+01,-3.15782739e+01,0
8.39607231e+00,-1.35633214e+01,4.27971407e+01,0
3.04127569e+00,-1.46475728e+01,2.60973404e+01,0
4.06422417e+00,1.11155889e+00,-3.43880136e+01,0
-1.86373590e+01,-2.36923001e+01,-2.24509511e+01,1
1.29975128e+01,2.77318300e+00,-5.92538101e+00,0
1.44652969e+01,-4.14143432e+00,2.81799592e+01,0
2.13062842e+01,8.91160959e+00,1.74218037e+00,0
8.36752800e+00,6.62517748e+00,-3.99746380e+01,1
1.84274355e+00,-9.95706585e+00,2.16124680e+00,0
7.62336379e+00,-6.70773852e+00,1.16774582e+01,0
1.72598063e+01,-1.12508691e+01,6.83204642e+01,1
5.56298725e+01,1.66269739e+00,1.66921051e+02,1
4.68952311e+01,-1.49903940e+00,1.45384628e+02,1
-2.80061427e+00,-1.66207301e+01,1.11141480e+01,1
-6.10262811e+00,-1.92132471e+01,8.69350540e+00,1
8.41103946e+00,-1.37097528e+01,4.34557702e+01,1
1.66189391e+01,-1.09224147e+01,6.44457015e+01,1
1.24392358e+01,-1.01217664e+00,7.36935593e+00,0
4.04674714e+00,-2.57203147e+00,-1.93750421e+01,0
3.05296810e+01,-6.88602260e+00,1.02834650e+02,1
