# x_1,x_2,x_3,Class_label
1.25151855e+02,-7.52286185e+01,8.55258915e+01,1
-2.02853783e+01,2.39470918e+01,8.60801248e+01,1
1.04021294e+01,-2.06854511e+01,-2.40416059e+01,0
1.03791178e+02,-3.50401571e+01,-5.06332862e+01,0
1.57790689e+02,-1.58786934e+02,6.22115103e+01,1
-8.73374374e+01,1.73928164e-01,1.14496282e+02,0
1.59822741e+02,-3.91932639e+01,-3.18352293e+01,0
-5.47145619e+01,2.07814745e+01,-9.20852923e+01,0
5.58924899e+01,-2.78904101e+01,7.50651281e+01,1
5.08144256e+01,-1.40465166e+01,-3.04018221e+02,0
-7.37954817e+01,-4.47644567e+01,7.44936810e+01,1
2.53167603e+02,-1.10365930e+02,3.56357293e+01,0
1.60315202e+02,-1.86764928e+02,1.80135070e+01,1
3.29003875e+01,-1.85609347e+01,1.18861441e+02,1
4.24721649e+01,1.58880523e+01,7.67996120e+01,1
1.11887886e+02,4.54468729e+01,1.51340067e+02,1
1.52841911e+02,-6.19532913e+01,-1.46193043e+02,0
-1.64160542e+02,9.72680242e+00,-1.91250366e+01,0
-7.34376850e+00,2.29817688e+02,1.57506349e+02,1
1.51199642e+02,-3.30395583e+00,-1.47355549e+02,0
6.34741077e+01,-2.23462473e+02,2.12121846e+01,1
-7.02608641e+01,5.61004141e+00,-1.42738393e+02,0
-3.97433283e+01,3.17513281e+01,-1.47723694e+02,0
9.60684625e+01,-3.53837903e+01,-5.86158973e+01,0
6.64071397e+01,-7.60032172e+01,-4.30817265e+01,0
-1.39002562e+02,4.68844095e+01,-2.71529065e+02,0
8.37736148e+00,1.19647331e+02,1.23597488e+02,1
3.81840033e+01,3.70954067e+01,1.27320043e+02,1
6.48210163e+01,-1.04832409e+01,-1.14289964e+02,0
3.56926508e+01,1.40189845e+02,1.64995797e+02,1
5.41711210e+01,1.05451598e+02,1.16393007e+02,1
1.12785533e+02,1.29965402e+02,1.53530981e+02,1
4.66679161e+01,-6.43485315e+01,1.09630637e+02,1
-1.09748039e+02,4.40872865e+01,-1.98053185e+02,0
1.13967744e+02,-9.05876175e+01,1.14463403e+02,1
6.90721516e+01,-2.74646006e+01,1.37637761e+02,1
1.11615722e+02,5.10421210e+01,1.26250654e+02,1
9.42937403e+01,-4.65458912e+01,-4.40599424e+01,0
2.23585162e+02,-7.96098382e+01,8.45147981e+00,0
9.29014361e+01,-9.99621296e+01,6.64053895e+01,1
8.34234182e+01,1.02888034e+02,9.89438514e+01,1
2.02326796e+01,1.90529971e+01,1.03921064e+02,1
1.64763402e+02,-4.52733842e+01,-1.44874953e+02,0
2.49190560e+01,5.33656282e-01,1.46674403e+02,1
3.35652782e+01,1.17769846e+01,5.12138440e+01,1
-6.08417345e+01,-1.74718957e+01,-8.33152546e+01,0
1.03239053e+02,-8.78836493e+01,2.72169281e+01,1
7.05353886e+01,3.22450173e+01,9.01428835e+01,1
6.37061751e+01,-3.75488917e+01,-2.88485441e+01,0
1.10817753e+02,-8.38115152e+00,9.29385209e+01,1
2.51574076e+02,-2.35575158e+01,-1.72813693e+02,1
9.14171744e+01,-6.11165212e+01,-2.72006141e+01,0
1.01966430e+02,1.09981348e+02,1.20771490e+02,1
7.39870185e+01,-8.49254822e+01,2.24694527e+01,0
8.31961334e+01,-1.32978230e+02,7.46114409e+01,1
1.66380233e+02,-7.68055469e+01,1.14470245e+02,0
1.39267103e+02,-1.03717030e+02,6.09508837e+01,1
6.37127279e+00,-4.10193362e+01,3.99240187e+01,0
7.31019642e+00,-8.65153968e+00,5.47771459e+01,1
8.01962375e+01,3.73402818e+01,1.47295874e+02,1
1.33844367e+02,-1.56323310e+01,1.03705078e+02,1
4.39437163e+01,-1.45210546e+01,-3.78211970e+01,0
1.29909917e+02,-3.59403452e+01,1.18153610e+02,1
1.29805966e+02,-1.64659264e+02,5.54746235e+01,1
